|customer_id|film_id|title                      |description                                                                                                                   |category   |rating|fullname        |rental_frequency|amount|last_update|
|1          |539    |LUCK OPUS                  |A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank                                         |Drama      |NC-17 |MARY SMITH      |1               |2.99  |2006-02-15 |
|1          |243    |DOORS PRESIDENT            |A Awe-Inspiring Display of a Squirrel And a Woman who must Overcome a Boy in The Gulf of Mexico                               |Animation  |NC-17 |MARY SMITH      |1               |4.99  |2006-02-15 |
|1          |929    |USUAL UNTOUCHABLES         |A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank                      |Foreign    |PG-13 |MARY SMITH      |1               |4.99  |2006-02-15 |
|1          |341    |FROST HEAD                 |A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention                              |Classics   |PG    |MARY SMITH      |1               |0.99  |2006-02-15 |
|1          |982    |WOMEN DORADO               |A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia                                 |Action     |R     |MARY SMITH      |1               |0.99  |2006-02-15 |
|1          |22     |AMISTAD MIDSUMMER          |A Emotional Character Study of a Dentist And a Crocodile who must Meet a Sumo Wrestler in California                          |New        |G     |MARY SMITH      |1               |2.99  |2006-02-15 |
|1          |480    |JEEPERS WEDDING            |A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia                                    |Classics   |R     |MARY SMITH      |1               |2.99  |2006-02-15 |
|1          |3      |ADAPTATION HOLES           |A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory                              |Documentary|NC-17 |MARY SMITH      |1               |4.99  |2006-02-15 |
|1          |709    |RACER EGG                  |A Emotional Display of a Monkey And a Waitress who must Reach a Secret Agent in California                                    |Drama      |NC-17 |MARY SMITH      |1               |3.99  |2006-02-15 |
|1          |315    |FINDING ANACONDA           |A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans                               |Family     |R     |MARY SMITH      |1               |0.99  |2006-02-15 |
|1          |579    |MINDS TRUMAN               |A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery                        |Action     |PG-13 |MARY SMITH      |1               |4.99  |2006-02-15 |
|1          |204    |DALMATIONS SWEDEN          |A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse                                |Drama      |PG    |MARY SMITH      |1               |0.99  |2006-02-15 |
|1          |663    |PATIENT SISTER             |A Emotional Epistle of a Squirrel And a Robot who must Confront a Lumberjack in Soviet Georgia                                |Classics   |NC-17 |MARY SMITH      |1               |0.99  |2006-02-15 |
|1          |490    |JUMANJI BLADE              |A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans                                   |New        |G     |MARY SMITH      |1               |2.99  |2006-02-15 |
|1          |924    |UNFORGIVEN ZOOLANDER       |A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory                                |Sci-Fi     |PG    |MARY SMITH      |1               |0.99  |2006-02-15 |
|1          |317    |FIREBALL PHILADELPHIA      |A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft                               |Comedy     |PG    |MARY SMITH      |1               |1.99  |2006-02-15 |
|1          |317    |FIREBALL PHILADELPHIA      |A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft                               |Comedy     |PG    |MARY SMITH      |1               |2.99  |2006-02-15 |
|1          |70     |BIKINI BORROWERS           |A Astounding Drama of a Astronaut And a Cat who must Discover a Woman in The First Manned Space Station                       |Animation  |NC-17 |MARY SMITH      |1               |5.99  |2006-02-15 |
|2          |243    |DOORS PRESIDENT            |A Awe-Inspiring Display of a Squirrel And a Woman who must Overcome a Boy in The Gulf of Mexico                               |Animation  |NC-17 |PATRICIA JOHNSON|1               |4.99  |2006-02-15 |
|2          |78     |BLACKOUT PRIVATE           |A Intrepid Yarn of a Pastry Chef And a Mad Scientist who must Challenge a Secret Agent in Ancient Japan                       |Animation  |PG    |PATRICIA JOHNSON|1               |2.99  |2006-02-15 |
|2          |895    |TOMORROW HUSTLER           |A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert                                 |Classics   |R     |PATRICIA JOHNSON|1               |2.99  |2006-02-15 |
|2          |606    |MUMMY CREATURES            |A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia                                    |Sports     |NC-17 |PATRICIA JOHNSON|1               |6.99  |2006-02-15 |
|2          |162    |CLUELESS BUCKET            |A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House                                 |Action     |R     |PATRICIA JOHNSON|1               |4.99  |2006-02-15 |
|2          |109    |BUTTERFLY CHOCOLAT         |A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank                                           |New        |G     |PATRICIA JOHNSON|1               |5.99  |2006-02-15 |
|2          |446    |HYSTERICAL GRAIL           |A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse                                        |Sports     |PG    |PATRICIA JOHNSON|1               |5.99  |2006-02-15 |
|2          |421    |HOLIDAY GAMES              |A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan                                     |Foreign    |PG-13 |PATRICIA JOHNSON|1               |5.99  |2006-02-15 |
|2          |136    |CHAPLIN LICENSE            |A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India                              |New        |NC-17 |PATRICIA JOHNSON|1               |2.99  |2006-02-15 |
|2          |879    |TELEGRAPH VOYAGE           |A Fateful Yarn of a Husband And a Dog who must Battle a Waitress in A Jet Boat                                                |Music      |PG    |PATRICIA JOHNSON|1               |5.99  |2006-02-15 |
|2          |518    |LIAISONS SWEET             |A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies                                 |Travel     |PG    |PATRICIA JOHNSON|1               |4.99  |2006-02-15 |
|2          |878    |TEEN APOLLO                |A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank                                              |Travel     |G     |PATRICIA JOHNSON|1               |10.99 |2006-02-15 |
|2          |303    |FANTASY TROOPERS           |A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention                              |Action     |PG-13 |PATRICIA JOHNSON|1               |0.99  |2006-02-15 |
|2          |891    |TIMBERLAND SKY             |A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat                                                        |Classics   |G     |PATRICIA JOHNSON|1               |6.99  |2006-02-15 |
|2          |678    |PICKUP DRIVING             |A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory                                |Sports     |G     |PATRICIA JOHNSON|1               |6.99  |2006-02-15 |
|2          |690    |POND SEATTLE               |A Stunning Drama of a Teacher And a Boat who must Battle a Feminist in Ancient China                                          |Animation  |PG-13 |PATRICIA JOHNSON|1               |2.99  |2006-02-15 |
|2          |27     |ANONYMOUS HUMAN            |A Amazing Reflection of a Database Administrator And a Astronaut who must Outrace a Database Administrator in A Shark Tank    |Sports     |NC-17 |PATRICIA JOHNSON|1               |0.99  |2006-02-15 |
|2          |748    |RUGRATS SHAKESPEARE        |A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria                                |Action     |PG-13 |PATRICIA JOHNSON|1               |0.99  |2006-02-15 |
|2          |142    |CHICKEN HELLFIGHTERS       |A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia                                    |Documentary|PG    |PATRICIA JOHNSON|1               |5.99  |2006-02-15 |
|2          |254    |DRIVER ANNIE               |A Lacklusture Character Study of a Butler And a Car who must Redeem a Boat in An Abandoned Fun House                          |Sports     |PG-13 |PATRICIA JOHNSON|1               |6.99  |2006-02-15 |
|2          |447    |ICE CROSSING               |A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse                                |Games      |R     |PATRICIA JOHNSON|1               |2.99  |2006-02-15 |
|2          |175    |CONFUSED CANDLES           |A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon                               |Family     |PG-13 |PATRICIA JOHNSON|1               |2.99  |2006-02-15 |
|2          |331    |FORWARD TEMPLE             |A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans                  |Games      |NC-17 |PATRICIA JOHNSON|1               |2.99  |2006-02-15 |
|2          |694    |PREJUDICE OLEANDER         |A Epic Saga of a Boy And a Dentist who must Outrace a Madman in A U-Boat                                                      |Classics   |PG-13 |PATRICIA JOHNSON|1               |4.99  |2006-02-15 |
|2          |999    |ZOOLANDER FICTION          |A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China                              |Children   |R     |PATRICIA JOHNSON|1               |5.99  |2006-02-15 |
|2          |471    |ISLAND EXORCIST            |A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House                         |Classics   |NC-17 |PATRICIA JOHNSON|1               |4.99  |2006-02-15 |
|2          |637    |OPEN AFRICAN               |A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat                                      |Sci-Fi     |PG    |PATRICIA JOHNSON|1               |4.99  |2006-02-15 |
|3          |732    |RINGS HEARTBREAKERS        |A Amazing Yarn of a Sumo Wrestler And a Boat who must Conquer a Waitress in New Orleans                                       |Action     |G     |LINDA WILLIAMS  |1               |1.99  |2006-02-15 |
|3          |759    |SALUTE APOLLO              |A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China                            |New        |R     |LINDA WILLIAMS  |1               |2.99  |2006-02-15 |
|3          |854    |STRANGERS GRAFFITI         |A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico                             |Horror     |R     |LINDA WILLIAMS  |1               |8.99  |2006-02-15 |
|3          |23     |ANACONDA CONFESSIONS       |A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia                                           |Animation  |R     |LINDA WILLIAMS  |1               |6.99  |2006-02-15 |
|3          |202    |DADDY PITTSBURGH           |A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico                                    |Comedy     |G     |LINDA WILLIAMS  |1               |6.99  |2006-02-15 |
|3          |855    |STREAK RIDGEMONT           |A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans                                    |Documentary|PG-13 |LINDA WILLIAMS  |1               |2.99  |2006-02-15 |
|3          |371    |GOSFORD DONNIE             |A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin                                      |Action     |G     |LINDA WILLIAMS  |1               |4.99  |2006-02-15 |
|3          |447    |ICE CROSSING               |A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse                                |Games      |R     |LINDA WILLIAMS  |1               |4.99  |2006-02-15 |
|3          |563    |MASSACRE USUAL             |A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California                   |Games      |R     |LINDA WILLIAMS  |1               |5.99  |2006-02-15 |
|3          |126    |CASUALTIES ENCINO          |A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery                                           |Action     |G     |LINDA WILLIAMS  |1               |10.99 |2006-02-15 |
|3          |464    |INTENTIONS EMPIRE          |A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat                                                |Animation  |PG-13 |LINDA WILLIAMS  |1               |7.99  |2006-02-15 |
|3          |77     |BIRDS PERDITION            |A Boring Story of a Womanizer And a Pioneer who must Face a Dog in California                                                 |New        |G     |LINDA WILLIAMS  |1               |6.99  |2006-02-15 |
|3          |86     |BOOGIE AMELIE              |A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico      |Music      |R     |LINDA WILLIAMS  |1               |4.99  |2006-02-15 |
|3          |263    |DURHAM PANKY               |A Brilliant Panorama of a Girl And a Boy who must Face a Mad Scientist in An Abandoned Mine Shaft                             |Sports     |R     |LINDA WILLIAMS  |1               |4.99  |2006-02-15 |
|3          |717    |REAR TRADING               |A Awe-Inspiring Reflection of a Forensic Psychologist And a Secret Agent who must Succumb a Pastry Chef in Soviet Georgia     |Action     |NC-17 |LINDA WILLIAMS  |1               |2.99  |2006-02-15 |
|3          |940    |VICTORY ACADEMY            |A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert                          |Sports     |PG-13 |LINDA WILLIAMS  |1               |1.99  |2006-02-15 |
|3          |366    |GOLDFINGER SENSIBILITY     |A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans                               |Drama      |G     |LINDA WILLIAMS  |1               |3.99  |2006-02-15 |
|3          |621    |NETWORK PEAK               |A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California                               |Family     |PG-13 |LINDA WILLIAMS  |1               |2.99  |2006-02-15 |
|3          |995    |YENTL IDAHO                |A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin                                             |Horror     |R     |LINDA WILLIAMS  |1               |4.99  |2006-02-15 |
|3          |725    |REQUIEM TYCOON             |A Unbelieveable Character Study of a Cat And a Database Administrator who must Pursue a Teacher in A Monastery                |Classics   |R     |LINDA WILLIAMS  |1               |5.99  |2006-02-15 |
|3          |433    |HORN WORKING               |A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank                        |Animation  |PG    |LINDA WILLIAMS  |1               |4.99  |2006-02-15 |
|3          |711    |RAGING AIRPLANE            |A Astounding Display of a Secret Agent And a Technical Writer who must Escape a Mad Scientist in A Jet Boat                   |Sci-Fi     |R     |LINDA WILLIAMS  |1               |8.99  |2006-02-15 |
|3          |555    |MALLRATS UNITED            |A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery                                            |Comedy     |PG    |LINDA WILLIAMS  |1               |2.99  |2006-02-15 |
|3          |312    |FIDDLER LOST               |A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico                                       |Sci-Fi     |R     |LINDA WILLIAMS  |1               |8.99  |2006-02-15 |
|3          |367    |GOLDMINE TYCOON            |A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback                                     |Sci-Fi     |R     |LINDA WILLIAMS  |1               |0.99  |2006-02-15 |
|3          |540    |LUCKY FLYING               |A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat                        |Music      |PG-13 |LINDA WILLIAMS  |1               |2.99  |2006-02-15 |
|4          |239    |DOGMA FAMILY               |A Brilliant Character Study of a Database Administrator And a Monkey who must Succumb a Astronaut in New Orleans              |Animation  |G     |BARBARA JONES   |1               |4.99  |2006-02-15 |
|4          |63     |BEDAZZLED MARRIED          |A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House                  |Family     |PG    |BARBARA JONES   |1               |0.99  |2006-02-15 |
|4          |42     |ARTIST COLDBLOODED         |A Stunning Reflection of a Robot And a Moose who must Challenge a Woman in California                                         |Sports     |NC-17 |BARBARA JONES   |1               |2.99  |2006-02-15 |
|4          |19     |AMADEUS HOLY               |A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon                                     |Action     |PG    |BARBARA JONES   |1               |0.99  |2006-02-15 |
|4          |547    |MAGIC MALLRATS             |A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California                        |Children   |PG    |BARBARA JONES   |1               |0.99  |2006-02-15 |
|4          |448    |IDAHO LOVE                 |A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback                         |New        |PG-13 |BARBARA JONES   |1               |5.99  |2006-02-15 |
|4          |958    |WARDROBE PHANTOM           |A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India                                     |Drama      |G     |BARBARA JONES   |1               |2.99  |2006-02-15 |
|4          |784    |SHANGHAI TYCOON            |A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House               |Travel     |PG    |BARBARA JONES   |1               |2.99  |2006-02-15 |
|4          |35     |ARACHNOPHOBIA ROLLERCOASTER|A Action-Packed Reflection of a Pastry Chef And a Composer who must Discover a Mad Scientist in The First Manned Space Station|Horror     |PG-13 |BARBARA JONES   |1               |3.99  |2006-02-15 |
|4          |895    |TOMORROW HUSTLER           |A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert                                 |Classics   |R     |BARBARA JONES   |1               |5.99  |2006-02-15 |
|4          |653    |PANIC CLUB                 |A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon                                           |Horror     |G     |BARBARA JONES   |1               |5.99  |2006-02-15 |
|4          |11     |ALAMO VIDEOTAPE            |A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention                                     |Foreign    |G     |BARBARA JONES   |1               |0.99  |2006-02-15 |
|4          |939    |VERTIGO NORTHWEST          |A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan                     |Comedy     |R     |BARBARA JONES   |1               |2.99  |2006-02-15 |
|4          |676    |PHILADELPHIA WIFE          |A Taut Yarn of a Hunter And a Astronaut who must Conquer a Database Administrator in The Sahara Desert                        |Sports     |PG-13 |BARBARA JONES   |1               |4.99  |2006-02-15 |
|4          |431    |HOOSIERS BIRDCAGE          |A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station                       |Foreign    |G     |BARBARA JONES   |1               |2.99  |2006-02-15 |
|4          |543    |MADIGAN DORADO             |A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback                          |Travel     |R     |BARBARA JONES   |1               |8.99  |2006-02-15 |
|4          |26     |ANNIE IDENTITY             |A Amazing Panorama of a Pastry Chef And a Boat who must Escape a Woman in An Abandoned Amusement Park                         |Sci-Fi     |G     |BARBARA JONES   |1               |1.99  |2006-02-15 |
|4          |740    |ROLLERCOASTER BRINGING     |A Beautiful Drama of a Robot And a Lumberjack who must Discover a Technical Writer in A Shark Tank                            |Horror     |PG-13 |BARBARA JONES   |1               |2.99  |2006-02-15 |
|4          |837    |STAGE WORLD                |A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat                                      |Comedy     |PG    |BARBARA JONES   |1               |6.99  |2006-02-15 |
|4          |219    |DEEP CRUSADE               |A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia                                        |Documentary|PG-13 |BARBARA JONES   |1               |4.99  |2006-02-15 |
|4          |559    |MARRIED GO                 |A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert                          |Sci-Fi     |G     |BARBARA JONES   |1               |2.99  |2006-02-15 |
|4          |728    |REUNION WITCHES            |A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory     |Drama      |R     |BARBARA JONES   |1               |1.99  |2006-02-15 |
|5          |896    |TOOTSIE PILOT              |A Awe-Inspiring Documentary of a Womanizer And a Pastry Chef who must Kill a Lumberjack in Berlin                             |Children   |PG    |ELIZABETH BROWN |1               |0.99  |2006-02-15 |
|5          |68     |BETRAYED REAR              |A Emotional Character Study of a Boat And a Pioneer who must Find a Explorer in A Shark Tank                                  |Children   |NC-17 |ELIZABETH BROWN |1               |6.99  |2006-02-15 |
|5          |870    |SWARM GOLD                 |A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention                        |Horror     |PG-13 |ELIZABETH BROWN |1               |1.99  |2006-02-15 |
|5          |722    |REEF SALUTE                |A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon                                      |Horror     |NC-17 |ELIZABETH BROWN |1               |3.99  |2006-02-15 |
|5          |539    |LUCK OPUS                  |A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank                                         |Drama      |NC-17 |ELIZABETH BROWN |1               |2.99  |2006-02-15 |
|5          |941    |VIDEOTAPE ARSENIC          |A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia                                       |Games      |NC-17 |ELIZABETH BROWN |1               |4.99  |2006-02-15 |
|5          |245    |DOUBLE WRATH               |A Thoughtful Yarn of a Womanizer And a Dog who must Challenge a Madman in The Gulf of Mexico                                  |Animation  |R     |ELIZABETH BROWN |1               |2.99  |2006-02-15 |
|5          |263    |DURHAM PANKY               |A Brilliant Panorama of a Girl And a Boy who must Face a Mad Scientist in An Abandoned Mine Shaft                             |Sports     |R     |ELIZABETH BROWN |1               |4.99  |2006-02-15 |
|5          |131    |CENTER DINOSAUR            |A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California                                |Classics   |PG    |ELIZABETH BROWN |1               |4.99  |2006-02-15 |
|5          |975    |WILLOW TRACY               |A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse                          |Family     |R     |ELIZABETH BROWN |1               |2.99  |2006-02-15 |
|5          |408    |HEAD STRANGER              |A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico                                   |Games      |R     |ELIZABETH BROWN |1               |4.99  |2006-02-15 |
|5          |213    |DATE SPEED                 |A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention                                   |Family     |R     |ELIZABETH BROWN |1               |5.99  |2006-02-15 |
|5          |91     |BOUND CHEAPER              |A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon                  |Classics   |PG    |ELIZABETH BROWN |1               |1.99  |2006-02-15 |
|5          |511    |LAWRENCE LOVE              |A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin                               |Action     |NC-17 |ELIZABETH BROWN |1               |0.99  |2006-02-15 |
|5          |465    |INTERVIEW LIAISONS         |A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse      |New        |R     |ELIZABETH BROWN |1               |8.99  |2006-02-15 |
|5          |951    |VOYAGE LEGALLY             |A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft                                      |Classics   |PG-13 |ELIZABETH BROWN |1               |3.99  |2006-02-15 |
|5          |314    |FIGHT JAWBREAKER           |A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse                                 |Animation  |R     |ELIZABETH BROWN |1               |4.99  |2006-02-15 |
|5          |733    |RIVER OUTLAW               |A Thrilling Character Study of a Squirrel And a Lumberjack who must Face a Hunter in A MySQL Convention                       |Sports     |PG-13 |ELIZABETH BROWN |1               |0.99  |2006-02-15 |
|5          |18     |ALTER VICTORY              |A Thoughtful Drama of a Composer And a Feminist who must Meet a Secret Agent in The Canadian Rockies                          |Animation  |PG-13 |ELIZABETH BROWN |1               |0.99  |2006-02-15 |
|5          |22     |AMISTAD MIDSUMMER          |A Emotional Character Study of a Dentist And a Crocodile who must Meet a Sumo Wrestler in California                          |New        |G     |ELIZABETH BROWN |1               |3.99  |2006-02-15 |
|5          |6      |AGENT TRUMAN               |A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China                                     |Foreign    |PG    |ELIZABETH BROWN |1               |2.99  |2006-02-15 |
|5          |155    |CLEOPATRA DEVIL            |A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon                             |New        |PG-13 |ELIZABETH BROWN |1               |1.99  |2006-02-15 |
|5          |333    |FREAKY POCUS               |A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico                     |Music      |R     |ELIZABETH BROWN |1               |4.99  |2006-02-15 |
|5          |962    |WASTELAND DIVINE           |A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China         |Classics   |PG    |ELIZABETH BROWN |1               |3.99  |2006-02-15 |
|5          |568    |MEMENTO ZOOLANDER          |A Touching Epistle of a Squirrel And a Explorer who must Redeem a Pastry Chef in The Sahara Desert                            |Comedy     |NC-17 |ELIZABETH BROWN |1               |4.99  |2006-02-15 |
|5          |663    |PATIENT SISTER             |A Emotional Epistle of a Squirrel And a Robot who must Confront a Lumberjack in Soviet Georgia                                |Classics   |NC-17 |ELIZABETH BROWN |1               |0.99  |2006-02-15 |
|5          |810    |SLUMS DUCK                 |A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat                  |Family     |PG    |ELIZABETH BROWN |1               |4.99  |2006-02-15 |
|5          |956    |WANDA CHAMBER              |A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback                                        |Games      |PG-13 |ELIZABETH BROWN |1               |4.99  |2006-02-15 |
